貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2017-11-11 10:31:11+00:00,211037402285285_1603655266356818,"瑪莎大人真會玩！

接下來 巴黎、倫敦、紐約、洛杉磯、芝加哥、休士頓、多倫多?? 我們都會等你的一城一笑話噢！

別讓孩子們失望了！
別讓孩子們失望了！
別讓孩子們失望了！",五月天 阿信 shared 五月天 瑪莎's photo — feeling ready.,32035,1
2017-11-08 07:18:34+00:00,211037402285285_1600793306643014,"溫哥華入夜之後好冷，
應該叫做冷哥華吧? ˊ_>ˋ（冷笑話）

不過，明天有大家的熱情，
巡迴第一站一定變成熱哥華的阿！

-
( * 溫哥華跟溫尚翊有親戚關係嗎？)",五月天 阿信 is feeling cold.,41671,306
2017-11-03 13:49:58+00:00,211037402285285_1596611847061160,? 我好像點太少了？,五月天 阿信 shared 台灣航海王餐廳 ONE PIECE Restaurant's post — feeling hungry.,52720,1
2017-10-29 15:50:54+00:00,211037402285285_1592112514177760,"依依不捨，揮別南半球歸來；短暫靠岸，將往西半球啟程。感謝吉隆坡的瘋狂與熱情，所有的回憶我都收下了，珍藏了。
-
ps. 美加&歐洲場的社員 留言開放點歌中噢！",五月天 阿信 shared 五月天 Mayday's post — feeling hungry.,30850,1
2017-10-23 14:07:20+00:00,211037402285285_1586505881405090,"青春之後，
認輸之前。",五月天 阿信 shared 五月天 Mayday's post.,43256,1
2017-10-14 19:58:20+00:00,211037402285285_1579128105476201,"被熱情蒸發的雨，被你們征服的心，
我感動不已。 
-
#吉隆坡站開放點歌ING
#大家買票辛苦了小心當薯條被詐",五月天 阿信 shared 五月天 Mayday's post.,36518,2
2017-10-08 11:46:29+00:00,211037402285285_1573545876034424,"月雖微缺，依然皎潔，
如果你的夜空無雲，不妨也開窗，
看看今晚的月亮。 
-
#by沒烤到肉的我",五月天 阿信 shared 五月天 Mayday's post.,37050,1
2017-10-04 11:08:38+00:00,211037402285285_1569958059726539,[ 徵友 ?私奔到月球,,97085,555
2017-10-02 23:47:14+00:00,211037402285285_1568693323186346,"剛結束了今年的犀利趴，規模不大，依然執著。今年邀請了四組傑出音樂人：郭頂、宇宙人、Trash、茄子蛋，一樣邀請大家分享更多的注目與支持。

同日，我們也釋出了成名在望「樂團時代版」，由我非常喜歡的導演龔大中，刻畫出當代音樂人的群像，張楚、新褲子、獅子、玖壹壹、溫拿五虎、宇宙人、大忙人、廣告人、小男孩...... 共同入鏡。

無限榮幸，這是一個最好的時代，因為有你們。

-
#大家買票辛苦了
#請勿購買來路不明的門票以免當薯條",五月天 阿信 shared 相信音樂國際股份有限公司's video.,33079,0
2017-09-29 16:26:23+00:00,211037402285285_1565693650152980,"STAYREAL10 週年演唱會 / 台北場大成功 / 謝謝大家 / 謝謝好兄弟們 / 瑪莎 八三夭 鼓鼓 海綿寶哥 (?)  
-
！|∴? ? ?∴| ?(¯﹃¯?)",五月天 阿信 shared STAYREAL's post.,24499,0
2017-09-26 14:54:18+00:00,211037402285285_1562791050443240,"羅志祥 SHOW
等你10年了!!!!
-
#Friend #Enemy",,61295,2035
2017-09-23 13:49:50+00:00,211037402285285_1560504990671846,"聽說只有笨蛋才會夏天感冒  

\(Ｔ▽Ｔ)/",五月天 阿信 is feeling silly.,71722,607
2017-09-20 14:28:33+00:00,211037402285285_1557747520947593,"好幾天沒有點名了
你們有沒有都好好的啊

有吃飽嗎 
有睡好嗎
有偷懶嗎
有發呆嗎？

我覺得最好都有
一點點。

-
#字體好大噢可以吃嗎 ?",五月天 阿信 is feeling hungry.,75918,436
2017-09-16 20:25:59+00:00,211037402285285_1554581924597486,"這是個不小心就互相 diss 的年代，
讓音樂去唱出被遺忘 miss 的情懷。

現在該說晚安，或早安？
-
#瑪莎seafood有瑪莎拉蒂
#石頭seafood難道有保石捷？",五月天 阿信 shared 五月天 Mayday's post — feeling hungry.,32118,2
2017-09-15 12:00:00+00:00,211037402285285_1553321748056837,"「成名在望」MV 幕後紀錄片：
.
1. 易烊千璽說五月天哥哥的時候，
瑪莎笑了（有沒有這麼老的哥啊 (≧?≦) ）
.
2. 爆破的時候，我也在現場陪同拍攝哈，
就在畫面上的某個角落～（找得到我嗎？）
.
3. ""哪有那麼多的一夜成名，其實都是百煉成鋼""
幕後紀錄裡的熱累暈睏拼，完成後都是珍貴回憶。

-
「成名在望」夢想小屋版 / https://youtu.be/m7ixpG_ncgY
「成名在望」樂團時代版 / 即將上線
.
#五月天成名在望

感謝北安老師&寶媽精湛演出",,17005,974
2017-09-13 15:09:08+00:00,211037402285285_1551405154915163,"「 聊聊成名在望的作曲吧 」
-
一直以來，大家比較常跟我討論作詞的部份，不過在整個五月天的創作生涯中，「作曲」一直是我認為重要性不下於作詞的一個部分。一首吸引人的曲子，能夠讓歌曲的力量更為強大，因此我對於作曲、編曲所花的時間精神，也不下於作詞的部份。
.
從早期僅用單純的木吉他寫歌，後來我也嘗試用電吉他樂句來組織一首曲子，從「人生海海」這張專輯開始，我也開始用 MIDI 合成器來創作，它讓我有了更多不同類型創作的可能性。
.
如果靈感來自於某種「音樂氛圍」而不是旋律，我會去構思一首歌我想要的畫面，試著做出初步的編曲，然後在其中加入演唱的旋律，例如「盛夏光年」、「2012」、與今天討論的「成名在望」，都是以編曲先行的方式呈現出來。
.
作曲的時候我，由於大部分都是獨自創作，因此 MIDI 能讓我能模擬團員的樂器演奏部分，影片裡「成名在望」DEMO，你聽到的所有聲音與樂器，鋼琴、吉他、貝斯、鼓等等......，都是由我自己以合成器完成，它聽來雖然粗糙，不過已經足夠我跟團員與企劃組的溝通。
.
大部分的歌，在團員的加入後，會發生很大的變化。真實的拿起樂器，興奮的共同演奏，一直是我們讓音樂擁有靈魂的最佳秘訣。不過，例如「成名在望」，DEMO 的雛形已經很明顯，後期團員的加入後的變化則是在細節上，讓音樂變得更細膩與熱烈，特別值得一提的是，我在電吉他間奏的部份，給吉他手出了頗難的考題，我用了很奇怪的和弦進行來鋪陳上下段落的轉調，留下燙手山芋給團員玩弄。
.
不過結果很顯然的，怪獸編出了非常動人的吉他 SOLO！ ( 我給怪獸吉他solo史的前三名哈 ) 因此，最終的完成版本，我還加了 DEMO 中沒有的段落，讓他再玩的更「過癮」 (惡魔笑 )。 另外，這首歌我們也邀請了優秀的音樂人陶山與鋼琴家官大為，增添了靈魂樂的吟唱橋段，以及暴風雨般的鋼琴演奏段落。
.
「成名在望」當初在作曲的時候，就想要以打破一般流行樂的結構進行，所以整首曲子的速度、韻律、拍子甚至調性，都一直在變化，老實說玩的時候非常過癮，但後遺症就是......，寫詞的時候讓自己大傷腦筋（哈哈）。

-
來聽聽「成名在望」阿信DEMO版 吧！
-

影片製作：于世青 邱奕翔 汪桂華
影片成音：黃士杰 江昆餘",,49489,3725
2017-09-12 15:01:43+00:00,211037402285285_1550484805007198,"明天聊聊作曲，
關於「成名在望」。（ 有興趣嗎大家 ？: D )",五月天 阿信 shared their video.,17478,1
2017-09-10 04:37:23+00:00,211037402285285_1548057701916575,"嘴上說懶得加班，每場都唱到嗨翻；
轉眼把月餅吃完，今天也繼續狂歡。

-
押韻x4  ( 深圳 Day2 今天見！)

原圖： StayReal Caf?
謝謝請我吃月餅 （一盒不夠噢）",,52112,543
2017-09-07 21:29:05+00:00,211037402285285_1545965318792480,"Mayday [ 人生無限公司 ] 即將遠征美國、加拿大七座城市，以完整的曲目規格呈現，我們五人已經非常期待這趟旅程。其中，休士頓是颶風重災區，我們尤其希望能用音樂帶來一些鼓勵，五月天也捐出五萬美元用於賑災，希望能盡一份小小的力量。 

既然好久不見了，那麼告訴我們你想聽的歌曲吧，
讓五月天用音樂為你加油！
-
11/08 溫哥華 Vancouver  
11/10 聖荷西 San Jose 
11/11 洛杉磯Anaheim 
11/15 休士頓 Houston 
11/18 紐約 New York 
11/21 芝加哥 Chicago 
11/26 多倫多Toronto 
-
請幫Mayday tag 你的朋友！",五月天 阿信 shared 相信音樂國際股份有限公司's video.,29880,1
2017-09-04 15:01:14+00:00,211037402285285_1543244489064563,"2007那年，除了五月天，
我組了我的「另一個」樂團，從一開始的少少的兩三人，
到目前成為在台北、上海、東京、香港... 兩三百人的團隊，
十年，讓我擁有了無限的樂趣，豐富的學習，
以及更貼近人群的創作養分，
當然，還有無數的回憶，
謝謝一路共同熱血的 不二良No2Good ＆每一位夥伴們
謝謝一路支持 STAYREAL 的每一個你

-
STAYREAL10週年 ＃在場証明 演唱會
感謝 蔡依林 Jolin Tsai （哈哈被摸了鬢角害羞）
感謝 林俊傑 JJ Lin （真的要找不二良RAP嗎？）
感謝團長大人 怪獸 （兄弟有義氣啦）
感謝 MP魔幻力量鼓鼓 （可可可以唷）
感謝 八三夭 831 八三夭阿璞（生日趴加油！）
感謝 相信音樂國際股份有限公司 必應創造 B'in Live 
感謝Jolin翻糖蛋糕團隊 皇后陛下 Your Majesty
感謝 陳碧舸 YOHO! ＆滾石唱片
感謝你，一路陪伴我們到這裡

-
下一個10年，繼續一起寫下你和我們的 #在場証明
-
#STAYREAL10週年音樂派對 #台北場準備
#沒有freestyle但有stayreal
#STAYREAL10th",五月天 阿信 added 9 new photos — feeling challenged.,46395,432
2017-09-02 11:26:29+00:00,211037402285285_1541327735922905,"倒數24小時！
直播搖滾區誰要入場？

-
ps. 感謝相信音樂後勤行政支援
ps. 今天大家買票辛苦了
（沒有買到請到直播搖滾區舒服的看吧！）

八三夭阿璞  / MP魔幻力量鼓鼓
蔡依林 Jolin Tsai  / 八三夭 831",五月天 阿信 shared STAYREAL's video — feeling thankful.,28336,0
2017-09-01 11:38:19+00:00,211037402285285_1540383526017326,"「成名在望」

此刻的你，是在教室中苦讀？辦公室裡加班？或擠在滿是人群的巴士地鐵中呢？ 你曾經幻想自己身在不同的地方，做著不一樣的事嗎？
.
上個世紀末，當時的我們，都剛滿弱冠之年。滿口音樂、充滿幻想、背著吉他的傢伙，絕對是不被世界瞭解的一群。在那個年代，網路依然是撥接、錄音室超昂貴、極少有演出舞台，以玩樂團作為一生志業被認為絕不可能。?那是個成天被長輩叨念、被同輩嘲笑的年代。
.
「你們為什麼不幹點正經事？」那是個總被這麼說的年代。

-
有點阿Q的我們，依然分頭打工賺錢，終於買下一部四軌卡式錄音座，在學業、打工的夾縫裡，以極為簡陋的器材，完成了第一張Demo小樣，投遞到不可能的唱片公司。
.
那些年裡，我們用一首一首的創作，一場一場的演唱，試著融化萬千冷眼，說服無數熱諷，?略過了百轉千迴的磨練與奔波，後來的五月天，終於在此刻走到你的面前。

-
「每個人心中，都有一座堅守到底的小屋」
每當被世界孤立之時，我心中總會出現那座小屋。你我心中都有一份不肯放棄的理想與憧憬，但現實世界的人們，都因著種種的原因，嘗試將你逼出小屋，要你回歸現實。
.
故事中的少年，死守著千瘡百孔的小屋，在四面楚歌的攻堅下，始終緊握吉他，不肯放手，一連串現實與幻想融合的挑戰，在冷調的敘述中，隨著音樂場景越趨激昂，步步走向未知的結局??。

-
「成名在望」歌曲幾乎沒有重複的音樂段落，敘事與抒情穿插的歌詞，令MV的構想很不容易。導演阿木又一次以故事手法成功達陣，而擔綱主演的千璽，不論日曬雨淋或特效場面，在破百小時的沈重拍攝行程中，始終全力以赴，而成果完全展現在作品之中。
.
身上背負了「偶像」兩字的他們，為了爭取更多人們的肯定，犧牲了同齡孩子們的玩樂時間，一路獲得了越來越多的認同。在他們身上，彷彿看到了少年當年想要證明自己的身影。逆境中，你我誰不是如此呢？

-
五月天的小屋，從最初的「怪獸家」到吉他社，從現在的「大雞腿」到全世界，我們的小屋曾經危機、頹圮，而如今因為有你守護，終於自由飛翔有如「移動城堡」?
.
而「成名在望」這首歌描述的不只是五月天，也是深陷四面楚歌中還不願放棄的每一個人。你的小屋是什麼？ 有什麼，是你永遠不放棄？?
.
「成名在望 無關真相 如果你心始終信仰」

「你就能飛翔」。

希望能將這首歌
獻給每個懷抱不凡憧憬的平凡你我。

-
ps. 希望未來也能邀請千璽、俊凱與王源三位夥伴共同呈現更精彩的合作，再度感謝。
pps. 感謝堅持選擇這首歌的YOHO支持拍攝，讓這部幻想中的影像作品成真。
-
成名在望 Almost Famous | 夢想小屋版MV

-
詞曲／阿信
演奏／五月天
特別演出／易烊千璽
共同演出 / 羅北安 寶媽
表演設計 ／許傑輝
視覺特效／仙草影像
導演／陳奕仁
-
#五月天成名在望
-
Grass Jelly 仙草影像｜ 相信音樂國際股份有限公司",,51483,6456
2017-08-30 14:03:54+00:00,211037402285285_1538654432856902,"失敗，不是世界末日，
放棄才是。
-
#所以今天我也工作了一整天哈
#五月天成名在望",五月天 阿信 shared their video — feeling challenged.,46032,1
2017-08-29 14:10:40+00:00,211037402285285_1537796609609351,"抱歉，
她 (也) 是我的。",五月天 阿信 shared STAYREAL's video — feeling shy.,28588,0
2017-08-28 15:29:38+00:00,211037402285285_1536923199696692,"現在才發現
七夕情人節剩下30分鐘?

好  需要祝福的人，
請 tag @自己 或需要的朋友。

?(‧?_ ‧? ?) 預備?開始！

#七夕情人節快樂 : D
#恩好吧天亮前都有效",五月天 阿信 is feeling hungry.,91760,519
2017-08-21 14:31:30+00:00,211037402285285_1530860490302963,"誰練團出錯最多台北9/29丟到台下可以嗎 ？ ?
人選一： 八三夭阿璞
人選二： MP魔幻力量鼓鼓
人選三： 不二良No2Good （咦？）",五月天 阿信 shared STAYREAL's video — feeling hyper.,24812,0
2017-08-21 04:10:04+00:00,211037402285285_1530497587005920,"一座鳥巢  裝不下無盡的感動
兩個夜晚  唱不完無限的感謝

懶得加班
因為哥加的不是班
是想要為你唱到沙聲的盛夏狂歡

-
2017/11/8 - 11/26
#人生無限公司北美分社招募中
https://www.facebook.com/ibinmusic/videos/2052211628175262/",五月天 阿信 added 9 new photos.,53103,503
2017-08-19 03:10:20+00:00,211037402285285_1528768943845451,"「今天也瘋狂加班嗎？」
「我覺得_______ 。」   1. 可以  2. 不行",五月天 阿信 shared 五月天 Mayday's post — feeling challenged.,31127,0
2017-08-17 13:00:00+00:00,211037402285285_1526519650737047,"「 LOSER 」
-
去年的此時，「頑固」這支音樂錄影帶，引發了排山倒海的迴響與眼淚。有人說，看著影帝的動人演出，自己的大叔魂都被點燃了（雖然說的人很可能是個少女）也有人說，過了這麼多年還在做夢，難道不覺得不適合嗎？
.
「大叔還有做夢的權利嗎？」就是頑固這首歌想質問的問題。「該認清現實了吧，該接受年紀了吧...」，這些話，相信一路聽了五月天這麼多年的你，應該也都不陌生吧。這世界最不缺的，就是比你成熟穩重，圓滑世故，好心想拉你一把免得你虛耗青春裡的大人。我想說，如果這支MV沒有這些質疑的聲音，那這個世界就沒有拍攝這支MV的必要了。
.
大叔做夢是什麼樣子？那些場景我見過，而且經常。無數個深夜，我去到夥伴終於能下班的「仙草影像」，阿木這光頭通常還在挑燈夜戰，如果不是親眼目睹，你不會知道所謂的做夢，原來是很枯燥的事，無數次修改的腳本，龐雜的細節，磨人的協調，有限的預算...。時間早已經磨去了我們的年少輕狂，但燃燒青春後的餘燼依然熾熱，那些經歷，給了我們慢火般溫度與恆常的耐性，讓我們能夠打造出能夠感動我們自己這個年紀的作品，包括「頑固」這部影像與音樂。
.
今年的金曲獎，很幸運的，「頑固」入圍了最佳音樂錄影帶，最佳年度歌曲。受邀演出的我們，曾經開玩笑討論，如果選唱了這首歌又沒得獎，那不是很糗嗎？不過，頑固的我們最終還是頑固地選唱了頑固（繞口令嗎），如果怕出糗而不去做，那就不是五月天的精神了（你懂的）。 
.
果然當晚，提名的兩個獎項都落榜爆炸了，頑固的「LOSER」印記又被認證了一次（遠目＋微笑）。你問我覺不覺得失望或很糗？我想先問你，記得頑固MV的結尾，火箭不是爆炸了嗎？大叔跪在熊熊火焰燃燒的殘骸中，那些夢想的碎片，彷彿他一生的縮影，火光照映著他難過的臉。我認為這正是阿木這個劇本最棒的地方，「有夢想不一定會成功」，失敗了，你會有你的小太空人陪你記得初衷，提醒你活得不枉此生。
.
話說，寫歌的這二十年，我的火箭爆炸完全不會比家輝哥少次啊，如果一整天沒有寫出一句能用的歌詞，就算是爆炸的話，我每首歌都要爆炸個十幾二十次啊，連續爆炸半年的歌也是有的（笑哭），但只要一天寫一句能用的歌詞，一個月也是能寫出頑固，二十年也是可以寫出成名在望順便拿個獎的啊（傲嬌）。
.
追根究柢，這些歌，都是從一件一件的殘骸裡拼裝，一次一次的失敗裡誕生的，在漫長的一日編曲卡關後，繼續深夜裡難產著歌詞的我們，早就習慣當LOSER，太陽升起，洗洗臉，又是新的我，研究一下失敗的碎片，實驗一下不同的嘗試，這樣的6000多個日子，讓我們有一秒的機會，讓你喜歡這些歌，誰說失敗是不是光榮的印記？可以，我覺得可以。
.
失敗，並不是世界末日，放棄才是。僅以頑固這首歌，獻給所有光榮的失敗者「 LOSER 」 

-
[ 頑固 ] 幕後記錄影片
＃請點開影片看看這部血汗幕後記錄吧
＃音樂是士杰特別重新混音的不插電版噢
＃很多最終版沒有收錄的彩蛋畫面

---------------------------
[ 頑固 ]

導演 / 陳奕仁  Grass Jelly 仙草影像
音樂 / 五月天 Mayday
領銜主演 / 梁家輝 Tony Leung Ka-Fai
特別演出 / 林美秀
特別演出 / 吳慷仁 Kang Ren Wu
特別演出 / 羅北安
特別演出 / 宋芸樺 Vivian Sung
美術設計 / 雞設士工作室 Gee Design Studio
特效後製 / Frank Chen (法蘭克質感團隊)
場地協力 / 黃文賢 (鴻臣片場)
幕後記錄 / 8ID Studio",,55151,5299
2017-08-16 14:13:31+00:00,211037402285285_1526364824085863,1. 幸好這次我不是鼓手不然 SR 同事真的會被吵到哭 ?  2. 原來小阿信把 Kitty 橫刀奪愛是這樣誕生的  ?? 3. 該死的神秘新團唱那麼多歌讓我練團練到爆炸  ???,五月天 阿信 shared STAYREAL's post — 耍廢.,27473,0
2017-08-13 00:49:02+00:00,211037402285285_1523140951074917,"「我敢。」
-

昨夜，成為劉若英 / 若男「我敢」巡迴最終場嘉賓。奶茶是老朋友了，但能在最終場出現，以一種「辛苦了，你回來了，你完成了一件非常不得了的事噢。」的心情迎接著她唱回台北，還是令我覺得榮幸而感動。
.
巡迴演出是一個非常漫長的過程。每趟巡迴，連續兩三年的每個週末，都重複著出關、候機、飛行、入關、彩排、演出...，過程中你會懷疑，會疲倦，有時候甚至會有想逃走的衝動。
.
但，當序幕拉開，燈光亮起，看到眼前陌生或熟悉的臉孔為你吶喊，當無數人把珍貴的心交給你，突然間，那些漫長過程都會煙消雲散，只有完全燃燒的當下，你把全部的自己交出去，直到回到旅館的深夜床畔，耳裡仍是壓抑不了的轟鳴與合唱。

--------------

「讓我們歡迎五月天... 」他逆著光走到我們身旁，我們表面上聊著演唱會的嘉賓套路，但眼神已經在說著「我懂，我們都懂」。如果奶茶真的是男生，我們一定會整你，笑你，用髒話使喚你，用啤酒灌暈你，因為我們一定會是哥兒們。對吧，劉若男？
.
我們跟劉若男合唱了「頑固」，當你聽到他唱，你會知道，這就是他的歌。「劉若男」是劉若英心中那個頑固的分身，那些大家不認為一個美美的女生敢去做的事，她就偏要去做，每次的歌曲、電影、文字，你都看得到她堅持的痕跡與不懈的品質。
.
原來在頑固的尾巴，我打算繼續唱著拉拉拉的，因為這是劉若男的最後一首歌，我們說好幫你老姊劉若英多爭取一點時間換裝登場的，但突然的一個擁抱打斷了我的計畫。

--------------

「我好像沒抱過奶茶耶。」印象是個不可靠的東西，當我的腦袋正調閱著回憶資料的時候，我已經拍著劉若男的後背了，「原來是這種感覺啊。」如果奶茶是哥兒們的話，他的體型並不高大，但他的頑固讓他感覺起來如此不認輸。
.
「你們」的確贏了，劉若英與劉若男，妳/你又打了精采的一仗，你交出了全部的自己，而帶回了無數的心。我相信你巡迴中每一站的每個觀眾，看到這段文字，都會回想起妳的演唱會上每首歌中流洩而出的感動，如此真實而深刻。
.
辛苦了，你回來了，你又完成了一件非常不得了的事噢。 接下來你又要忙著呢，看到你臉書的動態，已經開始走向了下一個創作的里程碑了，不先休息一下嗎？我們都怕你吃不消呢。
.
不過，我早知道，你跟你藏在身體裡的老弟都會說：
「我敢」。

--------------

＃一生活一場五月天
＃一生認識一個劉若男",,76348,908
2017-08-11 15:31:42+00:00,211037402285285_1521803821208630,"希望夏天不要太熱，希望冬天不要太冷，
希望世人都平安，希望世界能和平，
希望你們每個人都好，
吃好，睡好，
一切都好。

晚安。

＃平凡一天需要有平凡願望
＃你們快去睡我來開電腦寫東西",,88763,665
2017-08-04 20:41:14+00:00,211037402285285_1515422095180136,"青島  午夜  未寐  驟雨  聽雷 .

-
www.facebook.com/ashin555",,39006,161
2017-08-02 23:29:32+00:00,211037402285285_1513529082036104,早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安早安 ! （其實暈）,,93051,395
2017-07-23 14:49:42+00:00,211037402285285_1503585449697134,"晃晃悠悠，轉機一日，
終於回到午夜前的台北，
昨晚彷彿夢境。

帶回西安的熱情，
貴陽的涼爽，呼和浩特的遼闊，
佐台北的夏夜。",五月天 阿信 shared 五月天 Mayday's post.,38231,0
2017-07-22 09:11:15+00:00,211037402285285_1502244706497875,"一年前的那個瑪莎說，
一年後的我們西安唱。 

-
#五月天人生無限公司
#今天西安分公司40度",五月天 阿信 shared 五月天 瑪莎's note — feeling cold.,25748,0
2017-07-21 13:20:41+00:00,211037402285285_1501408346581511,"2017.7.21 365天後。
.
還記得那天的你，
正在做什麼呢？ 正在想什麼呢？ 
心情是陰沈的雨
或無垠的晴？",五月天 阿信 shared their photo.,36765,0
2017-07-20 13:09:38+00:00,211037402285285_1500341183354894,"不知不覺，「自傳」已經一歲。

寫了十幾年的歌，很少為自己寫，
這次，不只為大家寫，更為了自己而寫。

很感謝你們對於這張專輯的聆聽，
與你分享生命中轉眼即逝的吉光片羽，
不知道你是否有共鳴？

我等著你
跟我說更多。

＃五月天自傳
＃別忘了看每則彩蛋噢",五月天 阿信 shared 五月天 Mayday's video.,36195,0
2017-07-08 16:33:08+00:00,211037402285285_1487473657974980,"六月，除了幾場頒獎典禮，練團與會議，有了兩三天空白的日子。在大雨淋漓的窗內，看看一直想看的書與電影，竟然也有著奢侈的感覺。

從去年7月，第九張專輯「自傳」完成、發行，緊接著媒體宣傳、新歌演唱會?，不知不覺，也這麼奔波忙碌了一整年呢。

日子好不容易靜下來，思考一下我們五人，到底完成了一張怎麼樣的唱片？ 想起來，竟然也有點感覺到不可思議；當初如何大膽的決定了這個主題與內容，以及如何真正一起完成了它。

-

六月中，其中一場頒獎典禮，我們五人在深圳的候機室，等著搭上延遲飛往上海的航班。大家拿出手機播歌，有一搭沒一搭地聊著音樂。

然後不知道為什麼，我們開始做一件有點白癡的事情；五人在手機裡，過濾出一首五人都擁有的歌，並且一起數著拍子，試圖同時播放，讓五隻手機在不同角落，同時播放一首歌?

這件事雖然帶點幼稚跟白癡，但還真的有點技術難度，每支手機的延遲有點不同，我們開始認真了起來。來來回回的嘗試再嘗試，一次又一次?

突然間，五道聲音變成了一道音牆。

-

「成功了！」

我們都笑了，沒想到聲音會如此清脆響亮。環場的樂聲中，推送著熟悉到不能再熟悉的歌詞；那是一首在成長歲月中，不知道聽了多少次的歌。

歲月在一次一次的訪問、練團、錄音、演出中前進著。在一起經歷了這麼多之後，我們依然能為這麼簡單的事情笑得這麼開心，我們依然這麼白癡跟幼稚。

金曲獎那個晚上，「自傳」拿到了國語專輯的大獎，我們在舞台上頭對著頭圍成了一圈，時間彷彿靜止了一下，我們都偷偷抬頭看著其他四人的臉，那是陪伴了各自生命最精彩的一段的臉孔。

「 _________。」

那一刻，不知道是誰，又說了超白癡跟幼稚的垃圾話，我們忍不住爆笑了出來。我們就是這樣這樣打打鬧鬧嘻嘻笑笑，一起走到了這個從沒想過的光景裡。

-

六月，過得很快。今夜，我們在呼和浩特再度重逢，穿過了暴雨、冰雹、暴雷、抵達了月色皎潔的天空下，專注而默契地演奏著、唱著，一首又一首。

我們歸隊了，也歡迎你歸隊；
因為，加入五月天，永遠 ? 不會太遲 : )

-
#五月天自傳
#一生活一場五月天",,79112,1215
2017-07-05 15:13:20+00:00,211037402285285_1483920394996973,"[ STAYREAL 10歲了 ]  
感謝一路支持的你，感謝認真執著的 STAYREAL 團隊夥伴，數不清的創作、展覽、聯名，數不清的故事，與你！

精彩10年，全因有你。 
-
#?有freestyle但有stayreal
#十週年就打十折好嗎科科科  \(≧?≦)/",五月天 阿信 shared STAYREAL's post — feeling shy.,36457,0
2017-07-04 01:24:51+00:00,211037402285285_1482226995166313,"不知不覺 不只感謝  : )

#請問你有freestyle嗎",五月天 阿信 shared STAYREAL's photo — feeling sexy.,30513,1
2017-06-27 13:36:18+00:00,211037402285285_1474664572589222,"「划過偏見與爭端 我們繼續航行」
.
少年他的奇幻漂流 live mv
詞 阿信 / 曲 石頭
.
午夜前醒來  迷惘如海  繁星忘了燦爛
我們是小孩  都曾是小孩  誕生在這艘船
.
人們口中方舟  像一葉小船   
耳語溢出甲板  風雨搖晃旗竿
.
人們切開山巒                         剪下了雲彩
削成了萬支槳                            縫製風帆   
尋找  吶喊  未知的未來
.
我們會航向怎樣的未來？
無數命運流轉  打造了  無數的  
相異的羅盤
.
當巨浪排山倒海的襲來
我們的手鬆開  心也潰散   
每個人  每顆心  風暴  流竄
.
諸神已離開  鬼在狂歡  而人們在糾纏
誰生錯血脈  誰長錯色彩  誰夢錯了期待？
.
漂流無邊汪洋  不叫做孤單
夜色的最黑暗  那不是最黑暗
.
而是人們無窮                        無盡的爭端
將你我推向了                           最遠兩端
異端  極端  遺落的遺憾
.
我們會航向怎樣的未來？
無數命運流轉  打造了  無數的  
相異的羅盤
.
如果世界只剩你我存在？
為何人們依然  爭論著  那未來
而踐踏著現在
.
我們該珍惜如何的現在？
無數交織自傳  相遇在  汪洋中   
當你抬頭看
.
何時那萬種漸層的斑斕    
已默默綻放在  黑夜終端
那雲端  那光芒  像是  皇冠
.
朝霞中呢喃  釋然如海  你向我靠過來
誰說要龐大  才能夠偉大  我們如此存在
歷經摧殘  就要璀璨    
如果愛
不只是奇幻

--
Directed by: 8ID Studio
Executive Director: 劉名? + 黃玉佩
Editor: 蕭大頭 + 8ID Studio
Concept Design Team: 楊宗錞 + 楊子欣 @必應創造
Visual Design + Animation: 邦博視覺 + 小倩 + 阿幹
Lighting Design: SDW
Video Programmer: SDW + 黃建榮 @必應創造
VJ: 陳彥志 + 廖珮琇 @必應創造
Laser Design: DengYee Laser + 小捷
Special Thanks to: 陳奕仁 @仙草影像
-
＃五月天自傳",,45284,1267
2017-06-25 09:40:39+00:00,211037402285285_1472466982808981,"所有的安排 
都是最好的安排 : ) 

-
#五月天自傳",五月天 阿信 shared their video.,62109,2
2017-06-24 22:51:32+00:00,211037402285285_1472048249517521,"那瞬間，我真的能聽到你們的尖叫聲，溢出窗戶、馳騁網路、劃破夜空、從千門萬戶抵達我們的耳畔??，吵死了！！！但我很喜歡很感動阿。 

謝謝這個世代的你們，很榮幸與你們共同寫下屬於這個世代的""自傳"" .",五月天 阿信 shared 五月天 瑪莎's post.,90806,6
2017-06-24 13:02:43+00:00,211037402285285_1471622179560128,"不要再尖叫了
你們很吵！",,170395,4047
2017-05-28 13:37:35+00:00,211037402285285_1445339425521737,"那些歌曲都旅行過一回了
星星都裝到背包裡了
五月快用完了
我回家了
-
有人在等我嗎？",五月天 阿信 added 9 new photos.,87214,796
